# doubletapd trace v1
# travel_mm=3.5000
us,k1_mm,k2_mm
6676855,3.5000,3.1818
6677857,3.5000,3.1305
6678856,3.5000,3.0689
6679858,3.5000,3.0244
6680859,3.5000,2.9594
6681857,3.5000,2.8876
6682860,3.5000,2.8089
6683865,3.5000,2.7542
6684856,3.5000,2.6652
6685855,3.5000,2.5865
6686856,3.5000,2.5386
6687887,3.5000,2.4497
6688829,3.5000,2.3539
6689856,3.5000,2.2683
6690830,3.5000,2.1691
6691830,3.5000,2.0973
6692831,3.5000,1.9844
6693834,3.5000,1.8851
6694831,3.5000,1.7654
6695842,3.5000,1.6970
6696831,3.5000,1.5738
6697832,3.5000,1.4575
6698831,3.5000,1.3446
6699832,3.5000,1.2522
6700838,3.5000,1.1325
6701837,3.5000,1.0230
6702852,3.5000,0.8827
6703836,3.5000,0.7732
6704849,3.5000,0.6774
6705836,3.5000,0.5611
6706848,3.5000,0.4516
6707838,3.5000,0.3182
6708847,3.5000,0.1916
6709832,3.5000,0.1369
6710830,3.5000,0.0000
6711832,3.5000,0.0000
6825844,3.5000,0.0411
6826856,3.5000,0.0479
6827837,3.5000,0.0855
6828847,3.5000,0.1369
6829836,3.5000,0.2087
6830837,3.5000,0.2532
6831837,3.5000,0.3456
6832853,3.5000,0.3558
6833838,3.5000,0.4721
6834847,3.5000,0.5577
6835836,3.5000,0.6432
6836849,3.5000,0.6740
6837839,3.5000,0.7561
6838837,3.5000,0.8656
6839838,3.5000,0.9477
6840832,3.5000,1.0469
6841847,3.5000,1.1735
6842834,3.5000,1.2283
6843841,3.5000,1.3446
6844837,3.5000,1.4677
6845846,3.5000,1.5978
6846840,3.5000,1.7278
6847844,3.5000,1.8236
6848837,3.5000,1.9673
6849837,3.5000,2.1281
6850843,3.5000,2.2615
6851843,3.5000,2.4154
6852837,3.5000,2.6036
6853840,3.5000,2.7884
6854840,3.5000,2.9321
6855846,3.5000,3.1305
6856841,3.5000,3.3529
6857849,3.5000,3.5000
6910855,3.4932,3.5000
6911853,3.4624,3.5000
6912845,3.4247,3.5000
6913847,3.3768,3.5000
6914847,3.3152,3.5000
6915842,3.2468,3.5000
6916851,3.1887,3.5000
6917839,3.0963,3.5000
6918838,2.9971,3.5000
6919851,2.8807,3.5000
6920848,2.7678,3.5000
6921838,2.6720,3.5000
6922839,2.5249,3.5000
6923843,2.3812,3.5000
6924851,2.2273,3.5000
6925845,2.0836,3.5000
6926848,1.9638,3.5000
6927845,1.7893,3.5000
6928838,1.6251,3.5000
6929844,1.4575,3.5000
6930843,1.3343,3.5000
6931844,1.1632,3.5000
6932837,0.9990,3.5000
6933838,0.8143,3.5000
6934838,0.6500,3.5000
6935837,0.5337,3.5000
6936843,0.3832,3.5000
6937846,0.1950,3.5000
6938839,0.0547,3.5000
6939838,0.0479,3.5000
6940839,0.0000,3.5000
7075845,0.0582,3.5000
7076845,0.0958,3.5000
7077838,0.1882,3.5000
7078839,0.2840,3.5000
7079844,0.3592,3.5000
7080845,0.4242,3.5000
7081841,0.5166,3.5000
7082847,0.5577,3.5000
7083839,0.6329,3.5000
7084839,0.6808,3.5000
7085839,0.7253,3.5000
7086849,0.8143,3.5000
7087846,0.8587,3.5000
7088840,0.9443,3.5000
7089839,1.0264,3.5000
7090843,1.1188,3.5000
7091839,1.1804,3.5000
7092853,1.2796,3.5000
7093847,1.3856,3.5000
7094843,1.5156,3.5000
7095845,1.6559,3.5000
7096841,1.7962,3.5000
7097853,1.9057,3.5000
7098847,2.0699,3.5000
7099849,2.2341,3.5000
7100848,2.4257,3.5000
7101839,2.5283,3.5000
7102849,2.7165,3.5000
7103850,2.9047,3.5000
7104840,3.0997,3.5000
7105840,3.2981,3.5000
7106843,3.4247,3.5000
7107840,3.5000,3.5000
7168846,3.5000,3.4966
7169843,3.5000,3.4795
7170841,3.5000,3.4521
7171861,3.5000,3.4042
7172840,3.5000,3.3460
7173840,3.5000,3.2810
7174842,3.5000,3.2195
7175841,3.5000,3.1373
7176841,3.5000,3.0415
7177847,3.5000,2.9697
7178837,3.5000,2.8534
7179842,3.5000,2.7268
7180841,3.5000,2.5968
7181848,3.5000,2.4428
7182841,3.5000,2.3299
7183842,3.5000,2.1725
7184841,3.5000,2.0015
7185840,3.5000,1.8851
7186841,3.5000,1.6970
7187841,3.5000,1.4951
7188844,3.5000,1.3035
7189840,3.5000,1.1735
7190842,3.5000,0.9648
7191841,3.5000,0.7595
7192843,3.5000,0.5269
7193836,3.5000,0.3969
7194841,3.5000,0.1745
7195847,3.5000,0.0000
7280848,3.5000,0.0547
7281856,3.5000,0.1129
7282842,3.5000,0.1608
7283841,3.5000,0.1916
7284841,3.5000,0.2019
7285843,3.5000,0.2361
7286843,3.5000,0.2703
7287841,3.5000,0.2977
7288841,3.5000,0.3319
7289841,3.5000,0.3490
7290844,3.5000,0.3695
7291841,3.5000,0.3969
7292842,3.5000,0.4208
7293852,3.5000,0.4516
7294851,3.5000,0.5029
7295847,3.5000,0.5371
7296850,3.5000,0.5850
7297842,3.5000,0.6432
7298841,3.5000,0.7116
7299841,3.5000,0.7801
7300841,3.5000,0.8451
7301878,3.5000,0.9032
7302841,3.5000,0.9819
7303841,3.5000,1.0640
7304841,3.5000,1.1530
7305841,3.5000,1.2522
7306841,3.5000,1.3548
7307841,3.5000,1.4335
7308841,3.5000,1.5293
7309841,3.5000,1.6388
7310841,3.5000,1.7380
7311841,3.5000,1.8407
7312846,3.5000,1.9159
7313841,3.5000,2.0323
7314841,3.5000,2.1281
7315842,3.5000,2.2478
7316847,3.5000,2.3094
7317851,3.5000,2.4189
7318845,3.5000,2.5181
7319837,3.5000,2.5934
7320843,3.5000,2.6789
7321841,3.5000,2.7815
7322843,3.5000,2.8671
7323841,3.5000,2.9389
7324847,3.5000,3.0176
7325848,3.5000,3.1134
7326849,3.5000,3.2058
7327851,3.5000,3.2605
7328841,3.5000,3.3529
7329841,3.5000,3.4453
7330843,3.5000,3.5000
7399861,3.4932,3.5000
7400850,3.4795,3.5000
7401842,3.4487,3.5000
7402846,3.4145,3.5000
7403847,3.3666,3.5000
7404838,3.3152,3.5000
7405853,3.2537,3.5000
7406842,3.1955,3.5000
7407855,3.1271,3.5000
7408842,3.0484,3.5000
7409852,2.9526,3.5000
7410849,2.8465,3.5000
7411848,2.7439,3.5000
7412848,2.6652,3.5000
7413847,2.5523,3.5000
7414856,2.4291,3.5000
7415843,2.2889,3.5000
7416849,2.2033,3.5000
7417847,2.0665,3.5000
7418849,1.9228,3.5000
7419846,1.7654,3.5000
7420847,1.6114,3.5000
7421843,1.4985,3.5000
7422843,1.3583,3.5000
7423843,1.1804,3.5000
7424843,1.0196,3.5000
7425843,0.8485,3.5000
7426845,0.7390,3.5000
7427850,0.5714,3.5000
7428843,0.3935,3.5000
7429843,0.2190,3.5000
7430842,0.0582,3.5000
7431843,0.0479,3.5000
7432842,0.0000,3.5000
7542881,0.0342,3.5000
7543853,0.1882,3.5000
7544840,0.3490,3.5000
7545849,0.4619,3.5000
7546858,0.5679,3.5000
7547854,0.6808,3.5000
7548844,0.7561,3.5000
7549849,0.8724,3.5000
7550852,0.9956,3.5000
7551855,1.1017,3.5000
7552844,1.2248,3.5000
7553852,1.3514,3.5000
7554851,1.4438,3.5000
7555853,1.5909,3.5000
7556849,1.7414,3.5000
7557852,1.9022,3.5000
7558847,2.0186,3.5000
7559846,2.2033,3.5000
7560845,2.3949,3.5000
7561849,2.5865,3.5000
7562848,2.8055,3.5000
7563847,2.9457,3.5000
7564858,3.1716,3.5000
7565855,3.4110,3.5000
7566847,3.5000,3.5000
7627865,3.5000,3.4966
7628858,3.5000,3.4863
7629842,3.5000,3.4624
7630842,3.5000,3.4282
7631850,3.5000,3.4076
7632858,3.5000,3.3666
7633853,3.5000,3.3289
7634856,3.5000,3.2879
7635851,3.5000,3.2639
7636847,3.5000,3.2126
7637845,3.5000,3.1613
7638853,3.5000,3.1065
7639853,3.5000,3.0792
7640851,3.5000,3.0108
7641842,3.5000,2.9526
7642850,3.5000,2.8842
7643849,3.5000,2.8431
7644858,3.5000,2.7644
7645855,3.5000,2.6857
7646854,3.5000,2.5934
7647855,3.5000,2.5318
7648854,3.5000,2.4257
7649855,3.5000,2.3231
7650849,3.5000,2.2102
7651848,3.5000,2.1281
7652850,3.5000,1.9980
7653847,3.5000,1.8715
7654849,3.5000,1.7346
7655852,3.5000,1.6422
7656848,3.5000,1.4814
7657852,3.5000,1.3343
7658854,3.5000,1.1667
7659855,3.5000,1.0606
7660849,3.5000,0.8964
7661849,3.5000,0.7048
7662847,3.5000,0.5987
7663848,3.5000,0.4003
7664847,3.5000,0.2019
7665854,3.5000,0.0000
7666847,3.5000,0.0000
7762865,3.5000,0.0411
7763861,3.5000,0.0855
7764860,3.5000,0.1676
7765862,3.5000,0.2429
7766858,3.5000,0.3113
7767849,3.5000,0.3661
7768855,3.5000,0.4003
7769853,3.5000,0.4448
7770850,3.5000,0.5132
7771855,3.5000,0.5235
7772848,3.5000,0.5885
7773851,3.5000,0.6329
7774859,3.5000,0.7048
7775857,3.5000,0.7630
7776850,3.5000,0.8587
7777849,3.5000,0.9066
7778849,3.5000,1.0093
7779851,3.5000,1.1496
7780862,3.5000,1.3104
7781849,3.5000,1.4335
7782849,3.5000,1.6251
7783849,3.5000,1.8475
7784849,3.5000,2.0973
7785850,3.5000,2.2752
7786857,3.5000,2.5591
7787853,3.5000,2.8568
7788852,3.5000,3.1818
7789849,3.5000,3.4110
7790857,3.5000,3.5000
7874869,3.4932,3.5000
7875850,3.4761,3.5000
7876850,3.4521,3.5000
7877850,3.4213,3.5000
7878854,3.3837,3.5000
7879851,3.3426,3.5000
7880851,3.2947,3.5000
7881850,3.2400,3.5000
7882849,3.1681,3.5000
7883850,3.0963,3.5000
7884854,3.0142,3.5000
7885850,2.9423,3.5000
7886850,2.8397,3.5000
7887849,2.7302,3.5000
7888856,2.6276,3.5000
7889849,2.4976,3.5000
7890849,2.4086,3.5000
7891859,2.2683,3.5000
7892855,2.1212,3.5000
7893855,1.9809,3.5000
7894850,1.8680,3.5000
7895849,1.7072,3.5000
7896849,1.5396,3.5000
7897849,1.3754,3.5000
7898857,1.2009,3.5000
7899855,1.0674,3.5000
7900856,0.9066,3.5000
7901854,0.7185,3.5000
7902854,0.5269,3.5000
7903849,0.3421,3.5000
7904856,0.2053,3.5000
7905855,0.0000,3.5000
7906856,0.0000,3.5000
7990853,0.0000,3.4966
7991854,0.0000,3.4795
7992854,0.0000,3.4521
7993847,0.0000,3.4179
7994890,0.0000,3.3768
7995847,0.0000,3.3460
7996852,0.0000,3.2708
7997852,0.0000,3.2023
7998847,0.0000,3.1168
7999847,0.0000,3.0655
8000847,0.0000,2.9492
8001847,0.0000,2.8431
8002847,0.0000,2.7131
8003852,0.0000,2.6207
8004846,0.0000,2.4736
8005846,0.0000,2.3128
8006847,0.0000,2.1452
8007846,0.0000,2.0254
8008846,0.0000,1.8304
8009846,0.0000,1.6285
8010846,0.0000,1.4096
8011846,0.0000,1.2625
8012847,0.0000,1.0401
8013847,0.0000,0.8245
8014846,0.0000,0.5850
8015846,0.0000,0.4345
8016846,0.0000,0.1676
8017846,0.0000,0.0000
8337963,0.0958,0.0000
8338900,0.1950,0.0000
8339908,0.6979,0.0000
8340930,0.9477,0.0000
8341958,1.3275,0.0000
8342857,1.6354,0.0000
8343856,1.9638,0.0000
8344856,2.1691,0.0000
8345856,2.4873,0.0000
8346856,2.7986,0.0000
8347855,3.1065,0.0000
8348855,3.4179,0.0000
8349855,3.5000,0.0000
8417868,3.5000,0.0718
8418857,3.5000,0.4208
8419857,3.5000,0.6158
8420857,3.5000,0.8587
8421857,3.5000,1.0503
8422858,3.5000,1.1667
8423857,3.5000,1.3480
8424857,3.5000,1.5020
8425857,3.5000,1.6457
8426857,3.5000,1.7449
8427865,3.5000,1.8783
8428857,3.5000,2.0083
8429857,3.5000,2.1383
8430857,3.5000,2.2375
8431857,3.5000,2.3573
8432857,3.5000,2.4976
8433857,3.5000,2.6002
8434856,3.5000,2.7507
8435857,3.5000,2.9252
8436857,3.5000,3.1031
8437857,3.5000,3.2331
8438857,3.5000,3.4418
8439857,3.5000,3.5000
8519901,3.4966,3.5000
8520898,3.4692,3.5000
8521897,3.4282,3.5000
8522905,3.3837,3.5000
8523884,3.3392,3.5000
8524885,3.2742,3.5000
8525895,3.2229,3.5000
8526893,3.1510,3.5000
8527872,3.0689,3.5000
8528884,2.9834,3.5000
8529868,2.9150,3.5000
8530889,2.8123,3.5000
8531900,2.7028,3.5000
8532895,2.5831,3.5000
8533884,2.4736,3.5000
8534884,2.3675,3.5000
8535894,2.2307,3.5000
8536869,2.1007,3.5000
8537864,1.9570,3.5000
8538889,1.8065,3.5000
8539898,1.6970,3.5000
8540901,1.5601,3.5000
8541896,1.3925,3.5000
8542894,1.2454,3.5000
8543877,1.1461,3.5000
8544860,0.9990,3.5000
8545859,0.8451,3.5000
8546860,0.6911,3.5000
8547861,0.5543,3.5000
8548859,0.3935,3.5000
8549859,0.2840,3.5000
8550859,0.1505,3.5000
8551859,0.0479,3.5000
8552860,0.0411,3.5000
8553860,0.0000,3.5000
8594906,0.0787,3.5000
8595891,0.1676,3.5000
8596893,0.2634,3.5000
8597895,0.3148,3.5000
8598899,0.4106,3.5000
8599887,0.4585,3.5000
8600871,0.5543,3.5000
8601894,0.6364,3.5000
8602892,0.7253,3.5000
8603895,0.8690,3.5000
8604890,0.9511,3.5000
8605887,1.0846,3.5000
8606890,1.1530,3.5000
8607889,1.2796,3.5000
8608870,1.3925,3.5000
8609890,1.5362,3.5000
8610899,1.6970,3.5000
8611910,1.7859,3.5000
8612911,1.9467,3.5000
8613896,2.1109,3.5000
8614901,2.2717,3.5000
8615886,2.4497,3.5000
8616891,2.5523,3.5000
8617858,2.7199,3.5000
8618862,2.9013,3.5000
8619862,3.0860,3.5000
8620861,3.2023,3.5000
8621861,3.3905,3.5000
8622864,3.5000,3.5000
8681906,3.5000,3.4966
8682892,3.5000,3.4829
8683902,3.5000,3.4589
8684921,3.5000,3.4247
8685895,3.5000,3.3803
8686911,3.5000,3.3495
8687921,3.5000,3.2947
8688909,3.5000,3.2434
8689870,3.5000,3.1887
8690894,3.5000,3.1579
8691910,3.5000,3.0894
8692899,3.5000,3.0313
8693901,3.5000,2.9697
8694903,3.5000,2.9286
8695903,3.5000,2.8500
8696870,3.5000,2.7815
8697901,3.5000,2.7028
8698899,3.5000,2.6549
8699899,3.5000,2.5694
8700899,3.5000,2.4770
8701895,3.5000,2.3847
8702897,3.5000,2.3196
8703892,3.5000,2.2136
8704863,3.5000,2.1109
8705863,3.5000,1.9775
8706863,3.5000,1.8988
8707869,3.5000,1.7825
8708862,3.5000,1.6525
8709869,3.5000,1.5601
8710863,3.5000,1.4130
8711863,3.5000,1.2727
8712863,3.5000,1.1017
8713864,3.5000,1.0024
8714863,3.5000,0.8006
8715863,3.5000,0.6432
8716863,3.5000,0.4619
8717869,3.5000,0.2840
8718863,3.5000,0.1197
8719862,3.5000,0.0000
8792904,3.5000,0.0547
8793890,3.5000,0.1676
8794894,3.5000,0.3011
8795900,3.5000,0.4071
8796897,3.5000,0.4892
8797930,3.5000,0.5714
8798896,3.5000,0.6706
8799866,3.5000,0.7937
8800869,3.5000,0.8861
8801891,3.5000,1.0024
8802873,3.5000,1.0811
8803953,3.5000,1.1735
8804924,3.5000,1.3412
8805909,3.5000,1.4985
8806897,3.5000,1.6183
8807903,3.5000,1.8030
8808909,3.5000,2.0186
8809913,3.5000,2.2581
8810865,3.5000,2.4189
8811864,3.5000,2.6789
8812871,3.5000,2.9731
8813865,3.5000,3.2810
8814864,3.5000,3.4932
8815866,3.5000,3.5000
8865920,3.4897,3.5000
8866895,3.4795,3.5000
8867925,3.4316,3.5000
8868899,3.3803,3.5000
8869896,3.3152,3.5000
8870909,3.2605,3.5000
8871914,3.1681,3.5000
8872907,3.0655,3.5000
8873904,2.9389,3.5000
8874873,2.8123,3.5000
8875896,2.7063,3.5000
8876899,2.5352,3.5000
8877896,2.3504,3.5000
8878914,2.1486,3.5000
8879908,1.9399,3.5000
8880896,1.8065,3.5000
8881867,1.5635,3.5000
8882868,1.3172,3.5000
8883867,1.0914,3.5000
8884892,0.9203,3.5000
8885902,0.6569,3.5000
8886860,0.3935,3.5000
8887865,0.1369,3.5000
8888866,0.0000,3.5000
8968896,0.0479,3.5000
8969902,0.1026,3.5000
8970893,0.3798,3.5000
8971897,0.6637,3.5000
8972899,0.8314,3.5000
8973893,1.1017,3.5000
8974898,1.3617,3.5000
8975872,1.6457,3.5000
8976880,1.8270,3.5000
8977894,2.1178,3.5000
8978868,2.4189,3.5000
8979889,2.7336,3.5000
8980904,3.0587,3.5000
8981912,3.2639,3.5000
8982905,3.5000,3.5000
9031902,3.5000,3.4932
9032897,3.5000,3.4692
9033900,3.5000,3.4282
9034902,3.5000,3.3837
9035893,3.5000,3.3563
9036871,3.5000,3.2913
9037912,3.5000,3.2263
9038869,3.5000,3.1613
9039906,3.5000,3.1237
9040870,3.5000,3.0313
9041915,3.5000,2.9457
9042869,3.5000,2.8500
9043903,3.5000,2.7918
9044869,3.5000,2.6857
9045899,3.5000,2.5797
9046865,3.5000,2.4736
9047924,3.5000,2.4086
9048869,3.5000,2.2991
9049918,3.5000,2.1931
9050868,3.5000,2.0802
9051919,3.5000,2.0083
9052868,3.5000,1.8886
9053903,3.5000,1.7825
9054870,3.5000,1.6799
9055916,3.5000,1.5943
9056869,3.5000,1.4814
9057869,3.5000,1.3514
9058868,3.5000,1.2317
9059868,3.5000,1.1188
9060869,3.5000,1.0298
9061868,3.5000,0.9066
9062868,3.5000,0.7869
9063868,3.5000,0.6569
9064863,3.5000,0.5714
9065868,3.5000,0.4174
9066868,3.5000,0.2532
9067868,3.5000,0.1095
9068868,3.5000,0.0000
9102874,3.5000,0.0411
9103869,3.5000,0.0718
9104875,3.5000,0.1197
9105870,3.5000,0.1676
9106874,3.5000,0.2121
9107871,3.5000,0.2908
9108868,3.5000,0.3695
9109873,3.5000,0.3969
9110874,3.5000,0.4892
9111872,3.5000,0.5850
9112867,3.5000,0.6535
9113872,3.5000,0.7493
9114873,3.5000,0.8656
9115870,3.5000,1.0059
9116867,3.5000,1.1632
9117872,3.5000,1.3240
9118867,3.5000,1.4438
9119870,3.5000,1.6457
9120875,3.5000,1.8372
9121866,3.5000,2.0083
9122876,3.5000,2.2307
9123880,3.5000,2.4873
9124868,3.5000,2.7405
9125869,3.5000,2.9252
9126875,3.5000,3.2092
9127869,3.5000,3.5000
9183873,3.4897,3.5000
9184872,3.4589,3.5000
9185878,3.4213,3.5000
9186876,3.3803,3.5000
9187876,3.3221,3.5000
9188887,3.2571,3.5000
9189877,3.1716,3.5000
9190872,3.0963,3.5000
9191863,3.0244,3.5000
9192885,2.9218,3.5000
9193883,2.8055,3.5000
9194878,2.6857,3.5000
9195876,2.5523,3.5000
9196870,2.4599,3.5000
9197876,2.3128,3.5000
9198879,2.1657,3.5000
9199874,2.0049,3.5000
9200880,1.8920,3.5000
9201878,1.7175,3.5000
9202878,1.5601,3.5000
9203877,1.3856,3.5000
9204878,1.2043,3.5000
9205870,1.0811,3.5000
9206870,0.9272,3.5000
9207869,0.7322,3.5000
9208871,0.5543,3.5000
9209875,0.3695,3.5000
9210878,0.2498,3.5000
9211876,0.0479,3.5000
9212877,0.0000,3.5000
9267871,0.0411,3.5000
9268974,0.0718,3.5000
9269869,0.2463,3.5000
9270976,0.3935,3.5000
9271960,0.5440,3.5000
9272961,0.6979,3.5000
9273928,0.8451,3.5000
9274920,0.9853,3.5000
9275908,1.1598,3.5000
9276902,1.2556,3.5000
9277927,1.4267,3.5000
9278926,1.6149,3.5000
9279934,1.8133,3.5000
9280901,2.0152,3.5000
9281908,2.1281,3.5000
9282914,2.3436,3.5000
9283902,2.5728,3.5000
9284923,2.7986,3.5000
9285912,3.0415,3.5000
9286866,3.2058,3.5000
9287872,3.4726,3.5000
9288872,3.5000,3.5000
9337874,3.5000,3.4966
9338896,3.5000,3.4863
9339911,3.5000,3.4521
9340880,3.5000,3.3974
9341868,3.5000,3.3255
9342874,3.5000,3.2708
9343866,3.5000,3.1818
9344872,3.5000,3.0963
9345872,3.5000,2.9936
9346865,3.5000,2.9218
9347872,3.5000,2.8157
9348866,3.5000,2.6857
9349872,3.5000,2.5523
9350873,3.5000,2.4599
9351866,3.5000,2.3265
9352867,3.5000,2.1794
9353866,3.5000,2.1007
9354872,3.5000,1.9467
9355872,3.5000,1.8030
9356865,3.5000,1.6559
9357866,3.5000,1.5635
9358866,3.5000,1.3959
9359866,3.5000,1.2590
9360865,3.5000,1.1051
9361866,3.5000,0.9819
9362871,3.5000,0.8348
9363872,3.5000,0.6774
9364873,3.5000,0.5098
9365872,3.5000,0.4003
9366866,3.5000,0.2292
9367872,3.5000,0.0582
9368867,3.5000,0.0000
9417916,3.5000,0.0342
9418913,3.5000,0.1026
9419941,3.5000,0.2566
9420905,3.5000,0.4174
9421905,3.5000,0.6398
9422939,3.5000,0.8485
9423927,3.5000,1.0914
9424923,3.5000,1.2659
9425927,3.5000,1.5430
9426909,3.5000,1.8167
9427917,3.5000,2.1452
9428908,3.5000,2.3573
9429898,3.5000,2.7131
9430886,3.5000,3.0929
9431884,3.5000,3.3597
9432879,3.5000,3.4966
9433886,3.5000,3.5000
9494945,3.4932,3.5000
9495976,3.4863,3.5000
9496934,3.4624,3.5000
9497974,3.4418,3.5000
9498976,3.4179,3.5000
9499947,3.3871,3.5000
9500945,3.3666,3.5000
9501878,3.3358,3.5000
9502920,3.3050,3.5000
9503932,3.2639,3.5000
9504909,3.2160,3.5000
9505932,3.1716,3.5000
9506908,3.1237,3.5000
9507903,3.0826,3.5000
9508880,3.0279,3.5000
9509915,2.9594,3.5000
9510941,2.8944,3.5000
9511874,2.8500,3.5000
9512934,2.7747,3.5000
9513952,2.6994,3.5000
9514898,2.6070,3.5000
9515932,2.5318,3.5000
9516905,2.4531,3.5000
9517914,2.3504,3.5000
9518943,2.2546,3.5000
9519879,2.1383,3.5000
9520880,2.0186,3.5000
9521878,1.9194,3.5000
9522878,1.7893,3.5000
9523871,1.6388,3.5000
9524874,1.4848,3.5000
9525877,1.3275,3.5000
9526871,1.2009,3.5000
9527877,1.0024,3.5000
9528876,0.8074,3.5000
9529878,0.5850,3.5000
9530877,0.3695,3.5000
9531877,0.1676,3.5000
9532876,0.0000,3.5000
9636980,0.0000,3.4932
9637977,0.0000,3.4897
9638977,0.0000,3.4453
9640005,0.0000,3.3905
9640934,0.0000,3.3289
9641932,0.0000,3.2845
9642931,0.0000,3.1989
9643909,0.0000,3.0997
9644908,0.0000,2.9936
9645933,0.0000,2.8842
9646943,0.0000,2.7918
9647933,0.0000,2.6652
9648941,0.0000,2.5215
9649935,0.0000,2.4257
9650914,0.0000,2.2546
9651934,0.0000,2.0973
9652917,0.0000,1.9159
9653910,0.0000,1.8065
9654931,0.0000,1.6080
9655933,0.0000,1.4164
9656945,0.0000,1.2317
9657907,0.0000,1.1188
9658909,0.0000,0.8964
9659907,0.0000,0.6843
9660941,0.0000,0.4858
9661874,0.0000,0.3456
9662880,0.0000,0.1129
9663878,0.0000,0.0000
9905993,0.1026,0.0000
9906940,0.2566,0.0000
9907908,0.8280,0.0000
9908916,1.4438,0.0000
9909913,1.8133,0.0000
9910911,2.2991,0.0000
9911909,2.8226,0.0000
9912939,3.3631,0.0000
9913956,3.5000,0.0000
9950945,3.5000,0.0855
9951979,3.5000,0.4208
9952948,3.5000,0.8040
9953948,3.5000,1.1667
9954978,3.5000,1.3959
9955914,3.5000,1.6696
9956967,3.5000,1.9262
9957930,3.5000,2.1486
9958941,3.5000,2.3675
9959962,3.5000,2.4873
9960953,3.5000,2.6755
9961885,3.5000,2.8465
9962938,3.5000,2.9560
9963943,3.5000,3.0997
9964939,3.5000,3.2605
9965913,3.5000,3.4179
9966941,3.5000,3.5000
10031946,3.4966,3.5000
10032886,3.4897,3.5000
10033943,3.4726,3.5000
10034877,3.4453,3.5000
10035978,3.4110,3.5000
10036886,3.3768,3.5000
10037937,3.3221,3.5000
10038883,3.2742,3.5000
10039977,3.2263,3.5000
10040883,3.1579,3.5000
10041940,3.0723,3.5000
10042883,2.9971,3.5000
10043982,2.9286,3.5000
10044883,2.8260,3.5000
10045975,2.7268,3.5000
10046882,2.6173,3.5000
10047982,2.5044,3.5000
10048882,2.4189,3.5000
10049945,2.2923,3.5000
10050882,2.1588,3.5000
10051943,2.0186,3.5000
10052883,1.8851,3.5000
10053979,1.7893,3.5000
10054882,1.6491,3.5000
10055978,1.5088,3.5000
10056883,1.3617,3.5000
10057975,1.2283,3.5000
10058884,1.1393,3.5000
10059985,0.9819,3.5000
10060883,0.8485,3.5000
10061948,0.7014,3.5000
10062882,0.5645,3.5000
10063931,0.4824,3.5000
10064883,0.3524,3.5000
10065908,0.2224,3.5000
10066884,0.1129,3.5000
10067893,0.0000,3.5000
10068883,0.0000,3.5000
10086889,0.0342,3.5000
10087886,0.0650,3.5000
10088882,0.0958,3.5000
10089961,0.1129,3.5000
10090883,0.1676,3.5000
10091884,0.2053,3.5000
10092882,0.2908,3.5000
10093882,0.3900,3.5000
10094882,0.4892,3.5000
10095881,0.5645,3.5000
10096882,0.6740,3.5000
10097882,0.8040,3.5000
10098882,0.8724,3.5000
10099881,1.0024,3.5000
10100882,1.1427,3.5000
10101882,1.2933,3.5000
10102882,1.4438,3.5000
10103882,1.6114,3.5000
10104881,1.7243,3.5000
10105888,1.8988,3.5000
10106888,2.0904,3.5000
10107881,2.2786,3.5000
10108882,2.4702,3.5000
10109884,2.6036,3.5000
10110881,2.8055,3.5000
10111882,3.0210,3.5000
10112882,3.2605,3.5000
10113881,3.4042,3.5000
10114882,3.5000,3.5000
10162898,3.5000,3.4863
10163883,3.5000,3.4795
10164884,3.5000,3.4418
10165882,3.5000,3.4042
10166887,3.5000,3.3597
10167885,3.5000,3.3324
10168879,3.5000,3.2708
10169882,3.5000,3.2126
10170882,3.5000,3.1442
10171885,3.5000,3.0963
10172882,3.5000,3.0142
10173882,3.5000,2.9355
10174878,3.5000,2.8534
10175889,3.5000,2.7952
10176882,3.5000,2.6960
10177883,3.5000,2.6036
10178882,3.5000,2.5147
10179885,3.5000,2.4428
10180882,3.5000,2.3299
10181878,3.5000,2.2307
10182883,3.5000,2.1554
10183883,3.5000,2.0357
10184888,3.5000,1.9296
10185884,3.5000,1.8065
10186882,3.5000,1.6867
10187889,3.5000,1.5943
10188883,3.5000,1.4814
10189881,3.5000,1.3309
10190878,3.5000,1.2009
10191882,3.5000,1.1290
10192883,3.5000,0.9819
10193883,3.5000,0.8587
10194883,3.5000,0.7630
10195887,3.5000,0.6569
10196889,3.5000,0.5337
10197882,3.5000,0.4277
10198879,3.5000,0.3182
10199882,3.5000,0.2258
10200883,3.5000,0.1369
10201883,3.5000,0.0411
10202878,3.5000,0.0000
10224918,3.5000,0.0342
10225915,3.5000,0.0547
10226947,3.5000,0.0855
10227913,3.5000,0.1334
10228916,3.5000,0.2019
10229916,3.5000,0.2634
10230935,3.5000,0.3866
10231934,3.5000,0.4961
10232885,3.5000,0.6124
10233927,3.5000,0.7664
10234922,3.5000,0.9409
10235910,3.5000,1.1359
10236918,3.5000,1.2967
10237918,3.5000,1.5191
10238939,3.5000,1.7825
10239884,3.5000,2.0425
10240884,3.5000,2.2204
10241884,3.5000,2.5181
10242884,3.5000,2.8328
10243883,3.5000,3.1579
10244883,3.5000,3.3768
10245884,3.5000,3.4966
10247883,3.5000,3.5000
10299917,3.4966,3.5000
10300922,3.4932,3.5000
10301917,3.4487,3.5000
10302917,3.3905,3.5000
10303918,3.3426,3.5000
